Wyeth;5 Giralda Farms;Madison;NJ;7940;973-660-5000;http://www.wyeth.com;pr@wyeth.com;Bernard Poussot;None
Perot Systems;2300 W. Plano Pkwy.;Plano;TX;75075;972-577-0000;http://www.perotsystems.com;consulting@ps.net;Peter A. Altabef;peter.altabef@perotsystems.com
Progressive;6300 Wilson Mills Rd.;Richmond Heights;OH;44143;440-461-5000;http://www.progressive.com;Customer_Service@pbp.com;Glenn M. Renwick;None
Google;1600 Amphitheatre Pkwy.;Mountain View;CA;94043;650-253-0000;http://www.google.com;press@google.com;Eric E. Schmidt;None
DISH Network;9601 S. Meridian Blvd.;Englewood;CO;80112;303-723-1000;http://www.dishnetwork.com;feedback@customermail.dishnetwork.com;Charles W. Ergen;charles.ergen@dishnetwork.com
McCormick;18 Loveton Circle;Glencoe;MD;21152;410-771-7301;http://www.mccormick.com;ConsumerTesting@McCormick.com;Alan D. Wilson;alan_wilson@mccormick.com
Kindred Healthcare;680 S. Fourth St.;Louisville;KY;40202;502-596-7300;http://www.kindredhealthcare.com;None;Paul J. Diaz;None
Darden Restaurants;5900 Lake Ellenor Dr.;Pine Castle;FL;32809;407-245-4000;http://www.darden.com;dardeninfo@darden.com;Clarence Otis Jr.;cotis@darden.com
Smithfield Foods;200 Commerce St.;Smithfield;VA;23430;757-365-3000;http://www.smithfieldfoods.com;support@smithfieldfoods.com;C. Larry Pope;None
Windstream;4001 Rodney Parham Rd.;Little Rock;AR;72212;501-748-7000;http://www.windstream.com;support@windstream.net;Jeffrey R. Gardner;None
Commercial Metals;6565 N. MacArthur Blvd.;Irving;TX;75039;214-689-4300;http://www.cmc.com;Debbie.Okle@cmc.com;Murray R. McClean;murray.mcclean@cmc.com
Ford Motor;1 American Rd.;Dearborn;MI;48126;313-322-3000;http://www.ford.com;None;Alan R. Mulally;alan.mulally@ford.com
Thomas & Betts;"8155 T&amp;B Blvd.";Memphis;TN;38125;901-252-8000;http://www.tnb.com;elec_custserv@tnb.com;Dominic J. Pileggi;None
Synovus Financial Corp.;1111 Bay Ave.;Columbus;GA;31901;706-649-5220;http://www.synovus.com;patdixon@synovus.com;Richard E. Anthony;None
Verizon Communications;140 West St.;New York;NY;10007;212-395-1000;http://www.verizon.com;None;Ivan G. Seidenberg;ivan.g.seidenberg@verizon.com
United Services Automobile Assn.;9800 Fredericksburg Rd;San Antonio;TX;78288;210-498-2211;http://www.usaa.com;militaryrecruiting@usaa.com;Josue Robles Jr.;None
Holly;100 Crescent Court;Dallas;TX;75201;214-871-3555;http://www.hollycorp.com;hr@hollycorp.com;Matthew P. Clifton;None
National Life Group;1 National Life Dr.;Montpelier;VT;5604;802-229-3333;http://www.nationallife.com;CustomerRelations@nationallife.com;Thomas H. MacLeay;None
Jarden;555 Theodore Fremd Ave.;Rye;NY;10580;914-967-9400;http://www.jarden.com;inquiries@nationalcity.com;Martin E. Franklin;None
Host Hotels & Resorts;6903 Rockledge Dr.;West Bethesda;MD;20817;240-744-1000;http://www.hosthotels.com;info@hosthotels.com;W. Edward Walter;None
Chevron;6001 Bollinger Canyon Rd.;San Ramon;CA;94583;925-842-1000;http://www.chevron.com;ptarabini@chevron.com;David J. O'Reilly;None
Crosstex Energy;2501 Cedar Springs Rd.;Dallas;TX;75201;214-953-9500;http://www.crosstexenergy.com;allysia.emerson@crosstexenergy.com;Barry E. Davis;barry.davis@crosstexenergy.com
ACCO Brands;300 Tower Pkwy.;Prairie View;IL;60069;847-541-9500;http://www.accobrands.com;info@acco.com;David D. Campbell;david.campbell@acco.com
Agilysys;2255 Glades Road;Boca Raton;FL;33431;561-999-8700;http://www.agilysys.com;agilysyssupport@agilysys.com;Arthur Rhein;None
Comcast;1 Comcast Center;Philadelphia;PA;19103;215-286-1700;http://www.comcast.com;comcast@einfo.comcast.net;Brian L. Roberts;brian.roberts@comcast.com
American Greetings;1 American Rd.;Brooklyn;OH;44144;216-252-7300;http://www.americangreetings.com;consumer.relations@amgreetings.com;Zev Weiss;None
Penn National Gaming;825 Berkshire Blvd.;Wyomissing;PA;19610;610-373-2400;http://www.pngaming.com;pnrc@pngaming.com;Peter M. Carlino;corporate@pngaming.com
Lithia Motors;360 E. Jackson St.;West Main;OR;97501;541-776-6868;http://www.lithia.com;invest@lithia.com;Sidney B. DeBoer;sdeboer@lithia.com
Southern;30 Ivan Allen Jr. Blvd. N.W.;Atlanta;GA;30308;404-506-5000;http://www.southerncompany.com;ebill-support@southernco.com;David M. Ratcliffe;None
Smith International;16740 E. Hardy Rd.;Houston;TX;77032;281-443-3370;http://www.smith.com;info@smith.com;Douglas L. Rock;None
Office Depot;2200 Old Germantown Rd.;Delray Beach;FL;33445;561-438-4800;http://www.officedepot.com;mvesentini@officedepot.com;Steve Odland;sodland@officedepot.com
Tenneco;500 N. Field Dr.;Lake Forest;IL;60045;847-482-5000;http://www.tenneco.com;jostrander@tenneco.com;Gregg M. Sherrill;None
Micron Technology;8000 S. Federal Way;Boise;ID;83716;208-368-4000;http://www.micron.com;info@micron.com;Steven R. Appleton;None
Simon Property Group;225 W. Washington St.;Indianapolis;IN;46204;317-636-1600;http://www.simon.com;contact@simon.com;David Simon;None
Steelcase;901 44th St. S.E.;Kentwood;MI;49508;616-247-2710;http://www.steelcase.com;store@steelcase.com;James P. Hackett;None
Unified Western Grocers;5200 Sheila St.;City Of Commerce;CA;90040;323-264-5200;http://www.uwgrocers.com;spoc2@uwgrocers.com;Alfred A. Plamann;None
CACI International;1100 N. Glebe Rd.;Arlington;VA;22201;703-841-7800;http://www.caci.com;CACIrecruitingteam@caci.com;Paul M. Cofoni;None
United Natural Foods;260 Lake Rd.;Dayville;CT;6241;860-779-2800;http://www.unfi.com;info@unfi.com;Michael S. Funk;None
Universal Forest Products;2801 E. Beltline N.E.;Grand Rapids;MI;49525;616-364-6161;http://www.ufpi.com;customerservice@ufpi.com;Michael B. Glenn;None
CHS;5500 Cenex Dr.;Inver Grove Heig;MN;55077;651-355-6000;http://www.chsinc.com;info@chsinc.com;John D. Johnson;john.johnson@chsinc.com
H&R Block;"1 H&amp;R Block Way";Kansas City;MO;64105;816-854-3000;http://www.hrblock.com;customersupport@hrblock.com;Alan M. Bennett;None
Armstrong World Industries;2500 Columbia Ave.;Rohrerstown;PA;17603;717-397-0611;http://www.armstrong.com;magraham@armstrong.com;Michael D. Lockhart;None
Devon Energy;20 N. Broadway;Oklahoma City;OK;73102;405-235-3611;http://www.devonenergy.com;DevonRevenueHotline@dvn.com;J. Larry Nichols;None
CB Richard Ellis Group;11150 Santa Monica Blvd.;Los Angeles;CA;90025;310-405-8900;http://www.cbre.com;carmen.cortes@cbre.com;Brett White;brett.white@cbre.com
Southern Union;5444 Westheimer Rd.;Houston;TX;77056;713-989-2000;http://www.sug.com;mail@southernunionco.com;George L. Lindemann;None
Nelnet;121 S. 13th St.;Lincoln;NE;68508;402-458-2370;http://www.nelnet.net;michael.dunlap@nelnet.net;Michael S. Dunlap;None
Sovereign Bancorp;1500 Market St.;Philadelphia;PA;19102;215-256-8601;http://www.sovereignbank.com;Customer Service Email: mortserv@sovereignbank.com;Joseph P. Campanelli;None
Allstate;2775 Sanders Rd.;Northbrook;IL;60062;847-402-5000;http://www.allstate.com;None;Thomas J. Wilson;tjwil@allstate.com
Chaparral Steel;300 Ward Rd.;Midlothian;TX;76065;972-775-8241;http://www.chapusa.com;rancevic@gerdauameristeel.com;Mario Longhi;None
Warner Music Group;75 Rockefeller Plaza;New York;NY;10019;212-275-2000;http://www.wmg.com;mediainquiries@wmg.com;Edgar Bronfman Jr.;None
Colgate-Palmolive;300 Park Ave.;New York;NY;10022;212-310-2000;http://www.colgate.com;directors@colpal.com;Ian M. Cook;None
GMAC;200 Renaissance Center;Detroit;MI;48265;313-556-5000;http://www.gmacfs.com;investor.relations@gmacfs.com;Alvaro G. de Molina;None
TJX;770 Cochituate Rd.;Framingham;MA;1701;508-390-1000;http://www.tjx.com;webmaster@voltdirectory.com;Carol M. Meyrowitz;None
Colonial Bancgroup;100 Colonial Bank Blvd.;Montgomery;AL;36117;334-676-5000;http://www.colonialbank.com;colonialbank@markmonitor.com;Robert E. Lowder;None
Assurant;1 Chase Manhattan Plaza;New York;NY;10005;212-859-7000;http://www.assurant.com;None;Robert B. Pollock;None
Scana;1426 Main St.;Columbia;SC;29201;803-217-9000;http://www.scana.com;thewitt@scana.com;William B. Timmerman;None
Safeco;1001 Fourth Ave.;Seattle;WA;98154;206-545-5000;http://www.safeco.com;asknpf@safeco.com;Paula Rosput Reynolds;None
Ingles Markets;2913 U.S. Hwy. 70 W.;Black Mountain S;NC;28711;828-669-2941;http://www.ingles-markets.com;None;Robert P. Ingle;None
Allergan;2525 Dupont Dr.;Irvine;CA;92612;714-246-4500;http://www.allergan.com;info@allergan.com;David E. I. Pyott;pyott_david@allergan.com
Viacom;1515 Broadway;New York;NY;10036;212-258-6000;http://www.viacom.com;None;Philippe P. Dauman;None
Sempra Energy;101 Ash St.;San Diego;CA;92101;619-696-2034;http://www.sempra.com;gifts@sempra.com;Donald E. Felsinger;None
Union Pacific;1400 Douglas St.;Omaha;NE;68179;402-544-5000;http://www.up.com;ocpatronclaim@up.com;James R. Young;None
UGI;460 N. Gulph Rd.;King Of Prussia;PA;19406;610-337-1000;http://www.ugicorp.com;blakeb@ugicorp.com;Lon R. Greenberg;None
Knight;500 Dallas St.;Houston;TX;77002;713-369-9000;http://www.kindermorgan.com;km_web@kindermorgan.com;Richard D. Kinder;None
Global Partners;800 South St.;Waltham;MA;2453;781-894-8800;http://www.globalp.com;info@globalp.com;Eric Slifka;eslifka@globalp.com
Pepsi Bottling;1 Pepsi Way;Somers;NY;10589;914-767-6000;http://www.pbg.com;PBGPressCenter@pepsi.com;Eric J. Foss;None
Edison International;2244 Walnut Grove Ave.;Rosemead;CA;91770;626-302-2222;http://www.edison.com;edison.gifts@sce.com        employ@sce.com;John E. Bryson;john.bryson@edisonintl.com
Jones Lang LaSalle;200 E. Randolph Dr.;Chicago;IL;60601;312-782-5800;http://www.joneslanglasalle.com;info@am.jll.com;Colin Dyer;None
Cooper Tire & Rubber;701 Lima Ave.;Findlay;OH;45840;419-423-1321;http://www.coopertire.com;info@coopertire.com;Roy V. Armes;None
Burlington Northern Santa Fe;2650 Lou Menk Dr.;Fort Worth;TX;76131;800-795-2673;http://www.bnsf.com;electronicap@bnsf.com;Matthew K. Rose;matthew.rose@bnsf.com
Aleris International;25825 Science Park Dr.;Beachwood;OH;44122;216-910-3400;http://www.aleris.com;hr@aleris.com;Steven J. Demetriou;steve.demetriou@aleris.com
Energy Future Holdings;1601 Bryan St.;Dallas;TX;75201;214-812-4600;http://www.energyfutureholdings.com;Corp.Comm@energyfutureholdings.com;John F. Young;None
Consol Energy;1800 Washington Rd.;Upper Saint Clai;PA;15241;412-831-4000;http://www.consolenergy.com;info@consolenergy.com;J. Brett Harvey;brettharvey@consolenergy.com
LifePoint Hospitals;103 Powell Ct.;Brentwood;TN;37027;615-372-8500;http://www.lifepointhospitals.com;general.information@lpnt.net;William F. Carpenter III;None
Frontier Oil;10000 Memorial Dr.;Houston;TX;77024;713-688-9600;http://www.frontieroil.com;hr@frontieroil-den.com.;James R. Gibbs;None
Dean Foods;2515 McKinney Ave.;Dallas;TX;75201;214-303-3400;http://www.deanfoods.com;pauline_mendez@deanfoods.com;Gregg L. Engles;None
J.B. Hunt Transport Services;615 J.B. Hunt Corporate Dr.;Lowell;AR;72745;479-820-0000;http://www.jbhunt.com;general@jbhunt.com;Kirk Thompson;kirk_thompson@jbhunt.com
Land O'Lakes;4001 Lexington Ave. N.;Shoreview;MN;55126;651-481-2222;http://www.landolakesinc.com;LRBotham@landolakes.com;Christopher J. Policinski;None
Sanmina-SCI;2700 N. First St.;San Jose;CA;95134;408-964-3500;http://www.sanmina-sci.com;info@sanmina-sci.com;Jure Sola;None
Ameren;1901 Chouteau Ave.;Saint Louis;MO;63103;314-621-3222;http://www.ameren.com;swarren@ameren.com;Gary L. Rainwater;grainwater@ameren.com
Andrew;3 Westbrook Corporate Center, Ste. 900;Westchester;IL;60154;708-236-6600;http://www.andrew.com;communications@commscope.com;Frank M. Drendel;None
Honeywell International;101 Columbia Rd.;Morris Township;NJ;7962;973-455-2000;http://www.honeywell.com;webcontentsupport@honeywell.com;David M. Cote;dave.cote@honeywell.com
Fidelity National Information Services;601 Riverside Ave.;Jacksonville;FL;32204;904-854-8100;http://www.fidelityinfoservices.com;consumer.inquire@fnis.com;Lee A. Kennedy;None
Fleetwood Enterprises;3125 Myers St.;Riverside;CA;92503;951-351-3500;http://www.fleetwood.com;001HSGService@fleetwood.com;Elden L. Smith;elden.smith@fleetwood.com
PetSmart;19601 N. 27th Ave.;New River Stage;AZ;85027;623-580-6100;http://www.petm.com;customercare@petsmart.com;Philip L. Francis;None
HealthExtras;800 King Farm Blvd.;Rockville;MD;20850;301-548-2900;http://www.healthextras.com;info@healthextras.com;David T. Blair;None
Aramark;1101 Market St.;Philadelphia;PA;19107;215-238-3000;http://www.aramark.com;feedback@aramark.com;Joseph Neubauer;None
AnnTaylor Stores;7 Times Square;New York;NY;10036;212-541-3300;http://www.anntaylor.com;barbara_eisenberg@anntaylor.com;Katherine Krill;None
American National Insurance;1 Moody Plaza;Galveston;TX;77550;409-763-4661;http://www.anico.com;customerservice@anico.com;Robert L. Moody;None
Quanex;1900 W. Loop S.;Houston;TX;77027;713-961-4600;http://www.quanex.com;inquiry@quanex.com;Raymond A. Jean;None
FirstEnergy;76 S. Main St.;Akron;OH;44308;800-736-3402;http://www.firstenergycorp.com;SupplierSupport@firstenergycorp.com;Anthony J. Alexander;None
Atmos Energy;5430 L.B.J. Freeway;Dallas;TX;75240;972-934-9227;http://www.atmosenergy.com;rbest@atmosenergy.com;Robert W. Best;bob.best@atmosenergy.com
Knights of Columbus;1 Columbus Plaza;New Haven;CT;6510;203-752-4000;http://www.kofc.org;info@kofc.org;Carl A. Anderson;carl.anderson@kofc.org
Bear Stearns;383 Madison Ave.;New York;NY;10179;212-272-2000;http://www.bearstearns.com;banker@bearstearns.com;Alan D. Schwartz;aschwartz@bear.com
Fairchild Semiconductor Intl.;82 Running Hill Road;South Portland;ME;4106;207-775-8100;http://www.fairchildsemi.com;sales@rocelec.com <;Mark S. Thompson;None
Sonoco Products;1 N. Second St.;Hartsville;SC;29550;843-383-7000;http://www.sonoco.com;None;Harris E. DeLoach Jr.;None
Nvidia;2701 San Tomas Expwy.;Santa Clara;CA;95050;408-486-2000;http://www.nvidia.com;hr@nvidia.com;Jen-Hsun Huang;None
Energy Transfer Equity;3738 Oak Lawn Ave.;Dallas;TX;75219;214-981-0700;http://www.energytransfer.com;InvestorRelations@energytransfer.com.;Kelcy L. Warren;amayfield@energytransfer.com
Packaging Corp. of America;1900 W. Field Ct.;Lake Forest;IL;60045;847-482-3000;http://www.packagingcorp.com;tgoodwin@packagingcorp.com;Paul T. Stecko;None
Fred's;4300 New Getwell Rd.;Memphis;TN;38118;901-365-8880;http://www.fredsinc.com;fredsonlinesupport@fredsinc.com;Michael J. Hayes;None
Jack in the Box;9330 Balboa Ave.;San Diego;CA;92123;858-571-2121;http://www.jackinthebox.com;franchise.sales@jackinthebox.com;Linda A. Lang;None
Franklin Resources;1 Franklin Pkwy.;San Mateo;CA;94403;650-312-2000;http://www.franklintempleton.com;None;Gregory E. Johnson;None
Schnitzer Steel Industries;3200 N.W. Yeon Ave.;Portland;OR;97210;503-224-9900;http://www.schnitzersteel.com;tzelenka@schn.com;John D. Carter;None
Advanced Micro Devices;1 AMD Place;Sunnyvale;CA;94085;408-749-4000;http://www.amd.com;complaints@amd.com;Hector de J. Ruiz;hector.ruiz@amd.com
Sprint Nextel;6200 Sprint Pkwy.;Overland Park;KS;66251;800-829-0965;http://www.sprint.com;ecare@cc.sprintpcs.com;Daniel R. Hesse;None
Corn Products International;5 Westbrook Corporate Ctr.;Westchester;IL;60154;708-551-2600;http://www.cornproducts.com;corpcomm@cornproducts.com;Samuel C. Scott III;None
Expeditors International of Washington;1015 Third Ave.;Seattle;WA;98104;206-674-3400;http://www.expeditors.com;None;Peter J. Rose;peter.rose@expeditors.com
Service Corp. International;1929 Allen Pkwy.;Houston;TX;77019;713-522-5141;http://www.sci-corp.com;GeneralInquiries@sci-us.com;Thomas L. Ryan;None
CommScope;1100 CommScope Pl., S.E.;Hickory;NC;28602;828-324-2200;http://www.commscope.com;support.team@andrew.com;Frank M. Drendel;None
FM Global;1301 Atwood Ave.;Cranston;RI;2919;401-275-3000;http://www.fmglobal.com;servicedesk.myrisk@fmglobal.com;Shivan S. Subramaniam;None
American Financial Group;1 E. Fourth St.;Cincinnati;OH;45202;513-579-2121;http://www.afginc.com;AFGInvestorRelations@gaic.com;None;None
Bank of America Corp.;100 N. Tryon St.;Charlotte;NC;28255;704-386-5681;http://www.bankofamerica.com;futures@bankofamerica.com;Kenneth D. Lewis;ken.d.lewis@bankofamerica.com
Marshall & Ilsley Corp.;770 N. Water St.;Milwaukee;WI;53202;414-765-7700;http://www.micorp.com;reportfraud@mibank.com;Mark F. Furlong;None
Pride International;5847 San Felipe;Houston;TX;77057;713-789-1400;http://www.prideinternational.com;mailto:jchastain@prideinternational.com;Louis A. Raspino;None
Walt Disney;500 S. Buena Vista St.;Burbank;CA;91521;818-560-1000;http://www.disney.com;kathy.nolda@dig.com;Robert A. Iger;None
Werner Enterprises;14507 Frontier Rd.;Papillion;NE;68138;402-895-6640;http://www.werner.com;None;Gregory L. Werner;None
C.H. Robinson Worldwide;14701 Charlson Rd.;Eden Prairie;MN;55347;952-937-8500;http://www.chrobinson.com;214-mgr@chrobinson.com;John P. Wiehoff;None
Coach;516 W. 34th St.;New York;NY;10001;212-594-1850;http://www.coach.com;comments@coach.com;Lew Frankfort;None
OfficeMax;263 Shuman Blvd.;Naperville;IL;60563;630-438-7800;http://www.officemax.com;online@officemax.com;Sam K. Duncan;None
Harris;1025 W. NASA Blvd.;Melbourne;FL;32919;321-727-9100;http://www.harris.com;webmaster@harris.com;Howard L. Lance;None
ScanSource;6 Logue Court;Greenville;SC;29615;864-288-2432;http://www.scansource.com;ssc-sales@scansourcecommunications.com;Michael L. Baur;None
Amkor Technology;1900 S. Price Rd.;Chandler;AZ;85286;480-821-5000;http://www.amkor.com;marketing@amkor.com;James J. Kim;JKim@amkor.com
Halliburton;1401 McKinney St.;Houston;TX;77010;713-759-2600;http://www.halliburton.com;None;David J. Lesar;David.Lesar@halliburton.com
C.R. Bard;730 Central Ave.;New Providence;NJ;7974;908-277-8000;http://www.crbard.com;bard.helpline@crbard.com;Timothy M. Ring;None
Sally Beauty Holdings;3001 Colorado Blvd.;Denton;TX;76210;940-898-7500;http://www.sallybeautyholdings.com;sjmartin@sallybeauty.com;Gary G. Winterhalter;None
Bristol-Myers Squibb;345 Park Ave.;New York;NY;10154;212-546-4000;http://www.bms.com;None;James M. Cornelius;jim.cornelius@bms.com
RPM International;2628 Pearl Rd.;Medina;OH;44256;330-273-5090;http://www.rpminc.com;info@rpminc.com;Frank C. Sullivan;None
Nucor;1915 Rexford Rd.;Charlotte;NC;28211;704-366-7000;http://www.nucor.com;info@nucor.com;Daniel R. DiMicco;None
Liz Claiborne;1441 Broadway;New York;NY;10018;212-354-4900;http://www.lizclaiborne.com;consumer_relations@liz.com;William L. McComb;None
Emerson Electric;8000 W. Florissant Ave.;Jennings;MO;63136;314-553-2000;http://www.gotoemerson.com;CustServe.Bristol@EmersonProcess.com;David N. Farr;None
Spansion;915 DeGuigne Dr.;Sunnyvale;CA;94088;408-962-2500;http://www.spansion.com;courtney.brigham@spansion.com;Bertrand F. Cambou;None
Del Monte Foods;1 Market St.;San Francisco;CA;94105;415-247-3000;http://www.delmonte.com;Contact-US-Executive-Office@freshdelmonte.com;Richard G. Wolford;None
Standard Pacific;15326 Alton Pkwy.;Irvine;CA;92618;949-789-1600;http://www.standardpacifichomes.com;None;Jeffrey V. Peterson;None
BJ Services;4601 Westway Pk. Blvd.;Houston;TX;77041;713-462-4239;http://www.bjservices.com;info@bjservices.com;James W. Stewart;Douglas.McCallum@ebay.com
Affinia Group Intermediate Holdings;1101 Technology Dr.;Ann Arbor;MI;48108;734-827-5400;http://www.affiniagroup.com;general.info@affiniagroup.com;Terry R. McCormick;None
CarMax;12800 Tuckahoe Creek Pkwy.;Richmond;VA;23238;804-747-0422;http://www.carmax.com;marketing_carmax@carmax.com;Thomas J. Folliard;None
Peter Kiewit Sons';1000 Kiewit Plaza;Omaha;NE;68131;402-342-2052;http://www.kiewit.com;equipment@kiewit.com;Bruce E. Grewcock;None
UnitedHealth Group;9900 Bren Rd. E.;Eden Prairie;MN;55343;952-936-1300;http://www.unitedhealthgroup.com;None;Stephen J. Hemsley;None
TIAA-CREF;730 Third Ave.;New York;NY;10017;212-490-9000;http://www.tiaa-cref.org;AdvisorAccess@tiaa-cref.org;Roger W. Ferguson Jr.;None
Wendy's International;4288 W. Dublin-Granville Rd.;Dublin;OH;43017;614-764-3100;http://www.wendys-invest.com;international_opportunities@wendys.com;Kerrii B. Anderson;None
Hospira;275 N. Field Dr.;Lake Forest;IL;60045;224-212-2000;http://www.hospira.com;one2one@hospira.com;Christopher B. Begley;None
Guess;1444 S. Alameda St.;Los Angeles;CA;90021;213-765-3100;http://www.guess.com;customerservice@guess.com;Paul Marciano;None
Southwest Gas;5241 Spring Mtn. Rd.;Las Vegas;NV;89193;702-876-7237;http://www.swgas.com;webmaster@swgas.com;Jeffrey W. Shaw;jeff.shaw@swgas.com
Auto-Owners Insurance;6101 Anacapri Blvd.;Lansing;MI;48917;517-323-1200;http://www.auto-owners.com;onlinebillingservice@aoins.com;Roger L. Looyenga;looyenga.roger@aoins.com
Career Education;2895 Greenspoint Pkwy.;Hoffman Estates;IL;60169;847-781-3600;http://www.careered.com;None;Gary E. McCullough;None
National City Corp.;1900 E. Ninth St.;Cleveland;OH;44114;216-222-2000;http://www.nationalcity.com;peter.spizzirri@nationalcity.com;Peter E. Raskind;None
Genuine Parts;2999 Circle 75 Pkwy.;Atlanta;GA;30339;770-953-1700;http://www.genpt.com;webmaster@genpt.com;Thomas C. Gallagher;None
Reliance Steel & Aluminum;350 S. Grand Ave.;Los Angeles;CA;90071;213-687-7700;http://www.rsac.com;kfeazle@rsac.com;David H. Hannah;None
Marriott International;10400 Fernwood Rd.;West Bethesda;MD;20817;301-380-3000;http://www.marriott.com;None;J.W. Marriott Jr.;None
Becton Dickinson;1 Becton Dr.;Franklin Lakes;NJ;7417;201-847-6800;http://www.bd.com;customer_support@bd.com;Edward J. Ludwig;None
Gannett;7950 Jones Branch Dr.;McLean;VA;22107;703-854-6000;http://www.gannett.com;gcishare@gannett.com;Craig A. Dubow;None
Microsoft;1 Microsoft Way;Redmond;WA;98052;425-882-8080;http://www.microsoft.com;None;Steven A. Ballmer;steveballmer@ceo.microsoft.com
Universal American;6 International Dr.;Rye Brook;NY;10573;914-934-5200;http://www.uafc.com;information@hhsi.com;Richard A. Barasch;None
Tenet Healthcare;13737 Noel Rd.;Dallas;TX;75240;469-893-2200;http://www.tenethealth.com;Daniel.Waldmann@tenethealth.com;Trevor Fetter;None
Crane;100 First Stamford Pl.;Stamford;CT;6902;203-363-7300;http://www.craneco.com;crfdn@craneco.com;Eric C. Fast;None
Danaher;2099 Pennsylvania Ave. N.W.;Washington;DC;20006;202-828-0850;http://www.danaher.com;info@danaher.com;H. Lawrence Culp Jr.;None
Symantec;20330 Stevens Creek Blvd.;Monte Vista;CA;95014;408-517-8000;http://www.symantec.com;customersupport@symantec.iseva.net;John W. Thompson;None
American International Group;70 Pine St.;New York;NY;10270;212-770-7000;http://www.aigcorporate.com;tiger@agf.com;Martin J. Sullivan;None
Applied Industrial Technologies;1 Applied Plaza;Cleveland;OH;44115;216-426-4000;http://www.applied.com;questions@applied.com;David L. Pugh;None
Hewitt Associates;100 Half Day Rd.;Prairie View;IL;60069;847-295-5000;http://www.hewitt.com;infoaustralia@hewitt.com;Russell P. Fradin;None
AmerisourceBergen;1300 Morris Dr.;Radnor;PA;19087;610-727-7000;http://www.amerisourcebergen.com;info@amerisourcebergen.com;R. David Yost;None
Western & Southern Financial Group;400 Broadway;Cincinnati;OH;45202;513-629-1800;http://www.westernsouthern.com;sales@westernsouthern.com;John F. Barrett;None
Legg Mason;100 Light St.;Baltimore;MD;21202;410-539-0000;http://www.leggmason.com;webinquiries@leggmason.com;Mark R. Fetting;None
Mettler-Toledo International;1900 Polaris Pkwy.;Columbus;OH;43240;614-438-4511;http://www.mt.com;Corporate.Communications@mt.com;Olivier A. Filliol;Olivier.Filliol@mt.com
Synnex;44201 Nobel Dr.;Fremont;CA;94538;510-656-3333;http://www.synnex.com;cshelp@synnex.com;None;None
PG&E Corp.;1 Market St.;San Francisco;CA;94105;415-267-7000;http://www.pgecorp.com;None;Peter A. Darbee;None
Apollo Group;4615 E. Elwood St.;Phoenix;AZ;85040;480-966-5394;http://www.apollogrp.edu;None;Brian E. Mueller;None
Newmont Mining;1700 Lincoln St.;Denver;CO;80203;303-863-7414;http://www.newmont.com;support@newmont.com;Richard T. O'Brien;None
Chico's FAS;11215 Metro Pkwy.;Fort Myers;FL;33966;239-277-6200;http://www.chicos.com;customerservice@chicos.com;Scott A. Edmonds;None
Rite Aid;30 Hunter Lane;Shiremanstown;PA;17011;717-761-2633;http://www.riteaid.com;inquiry@riteaid.com;Mary F. Sammons;msammons@riteaid.com
Idearc;2200 W. Airfield Dr.;Dallas/Ft. Worth Airport;TX;75261;972-453-7000;http://www.idearc.com;idearc@computershare.com;Frank P. Gatto;None
Targa Resources;1000 Louisiana St.;Houston;TX;77002;713-584-1000;http://www.targaresources.com;PMcConnell@targaresources.com;Rene R. Joyce;None
SanDisk;601 McCarthy Blvd.;Milpitas;CA;95035;408-801-1000;http://www.sandisk.com;support@sandisk.com;Eli Harari;eharari@sandisk.com
Amphenol;358 Hall Ave.;Wallingford;CT;6492;203-265-8900;http://www.amphenol.com;aphinfo@amphenol.com;Martin H. Loeffler;None
CUNA Mutual Group;5910 Mineral Point Rd.;Madison;WI;53705;608-238-5851;http://www.cunamutual.com;jim.buchheim@cunamutual.com;Jeffrey Post;None
Cameron International;1333 W. Loop S.;Houston;TX;77027;713-513-3300;http://www.c-a-m.com;None;Jack B. Moore;None
Home Depot;2455 Paces Ferry Rd. N.W.;Atlanta;GA;30339;770-433-8211;http://www.homedepot.com;customercare@homedepot.com;Francis S. Blake;Frank_Blake@homedepot.com
Sonic Automotive;6415 Idlewild Rd.;Charlotte;NC;28212;704-566-2400;http://www.sonicautomotive.com;purchasing@sonicautomotive.com;O. Bruton Smith;None
Landstar System;13410 Sutton Park Dr. S.;Jacksonville;FL;32224;904-398-9400;http://www.landstar.com;security@landstar.com;Henry H. Gerkens;None
Great Plains Energy;1201 Walnut St.;Kansas City;MO;64106;816-556-2200;http://www.greatplainsenergy.com;custserv@kcpl.com.;Michael J. Chesser;None
Applera;301 Merritt 7;Norwalk;CT;6851;203-840-2000;http://www.applera.com;sales@applera.com;Tony L. White;None
Boyd Gaming;3883 Howard Hughes Parkway;Las Vegas;NV;89169;702-792-7200;http://www.boydgaming.com;esupplieradmin@boydgaming.com;Keith E. Smith;None
Terra Industries;600 Fourth St.;Sioux City;IA;51101;712-277-1340;http://www.terraindustries.com;webmanager@terraindustries.com;Michael L. Bennett;None
Equifax;1550 Peachtree Street N.W.;Atlanta;GA;30309;404-885-8000;http://www.equifax.com;member.benefits@equifax.com;Richard F. Smith;richard.smith@equifax.com
Waste Management;1001 Fannin St.;Houston;TX;77002;713-512-6200;http://www.wm.com;wmcares@wm.com;David P. Steiner;None
